filename,hidElementKey,keyPath,controlType,midiChannel,midiData,midiMessageType,midiMaxValue,midiMinValue,flipped,inGlobalSection,buttonMode,pickupMode,rotarySensitivity,condition
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer CDJ-400.djayMidiMapping,loopIn,turntableSelected.loopIn,button-blinking,,,,0,127,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer CDJ-400.djayMidiMapping,loopOut,turntableSelected.loopOut,button-blinking,,,,0,127,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer CDJ-400.djayMidiMapping,timeEnable,turntableSelected.song.loadingSuccess,,,,,,,,True,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer CDJ-400.djayMidiMapping,bpmEnable,turntableSelected.song.loadingSuccess,,,,,,,,True,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Pioneer CDJ-400.djayMidiMapping,playPause,turntableSelected.isPausedOrPlayingIsTemporary,button-blinking,,,,,,,True,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,mixer.monitorActive1,,0,64,3,,,,False,hold,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,mixer.monitorActive2,,0,65,3,,,,False,hold,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,mixer.monitorActive3,,0,66,3,,,,False,hold,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,mixer.monitorActive4,,0,67,3,,,,False,hold,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,musicLibrary.load1,,1,30,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,musicLibrary.load2,,2,31,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,musicLibrary.load3,,3,32,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,musicLibrary.load4,,4,33,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable1.cuePositionOrJumpConsideringPlayState1,,1,8,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable1.playPause,,1,9,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable1.bpmSync,,1,7,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable1.bpmTap,,1,22,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,application.tempoSliderRangeNext,,1,28,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable1.jogPitchBendModeToggle,,1,18,3,,,True,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable1.key,,1,16,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable1.speed,,1,55,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable1.pitchBendMinus,,1,61,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable1.pitchBendPlus,,1,60,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable1.fx1Enabled,,1,11,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable1.fx2Enabled,,1,12,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,sampler.turntable1.player1.playingConsideringHoldSetting,,1,13,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,sampler.turntable1.player2.playingConsideringHoldSetting,,1,14,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable1.loopIn,,1,24,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable1.loopOutAndReloopOrUnloop,,1,25,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable1.reloop,,1,26,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable1.loopingActive,,1,27,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable2.cuePositionOrJumpConsideringPlayState1,,2,8,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable2.playPause,,2,9,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable2.bpmSync,,2,7,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable2.bpmTap,,2,22,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,application.tempoSliderRangeNext,,2,28,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable2.jogPitchBendModeToggle,,2,18,3,,,True,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable2.key,,2,16,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable2.speed,,2,55,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable2.pitchBendMinus,,2,61,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable2.pitchBendPlus,,2,60,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable2.fx1Enabled,,2,11,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable2.fx2Enabled,,2,12,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,sampler.turntable2.player1.playingConsideringHoldSetting,,2,13,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,sampler.turntable2.player2.playingConsideringHoldSetting,,2,14,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable2.loopIn,,2,24,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable2.loopOutAndReloopOrUnloop,,2,25,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable2.reloop,,2,26,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable2.loopingActive,,2,27,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable3.cuePositionOrJumpConsideringPlayState1,,3,8,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable3.playPause,,3,9,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable3.bpmSync,,3,7,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable3.bpmTap,,3,22,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,application.tempoSliderRangeNext,,3,28,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable3.jogPitchBendModeToggle,,3,18,3,,,True,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable3.key,,3,16,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable3.speed,,3,55,3,,,,False,,True,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable3.pitchBendMinus,,3,61,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable3.pitchBendPlus,,3,60,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable3.fx1Enabled,,3,11,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable3.fx2Enabled,,3,12,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,sampler.turntable3.player1.playingConsideringHoldSetting,,3,13,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,sampler.turntable3.player2.playingConsideringHoldSetting,,3,14,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable3.loopIn,,3,24,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable3.loopOutAndReloopOrUnloop,,3,25,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable3.reloop,,3,26,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable3.loopingActive,,3,27,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable4.cuePositionOrJumpConsideringPlayState1,,4,8,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable4.playPause,,4,9,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable4.bpmSync,,4,7,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable4.bpmTap,,4,22,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,application.tempoSliderRangeNext,,4,28,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable4.jogPitchBendModeToggle,,4,18,3,,,True,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable4.key,,4,16,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable4.speed,,4,55,3,,,,False,,True,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable4.pitchBendMinus,,4,61,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable4.pitchBendPlus,,4,60,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable4.fx1Enabled,,4,11,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable4.fx2Enabled,,4,12,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,sampler.turntable4.player1.playingConsideringHoldSetting,,4,13,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,sampler.turntable4.player2.playingConsideringHoldSetting,,4,14,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable4.loopIn,,4,24,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable4.loopOutAndReloopOrUnloop,,4,25,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable4.reloop,,4,26,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Numark N4.djayMidiMapping,,turntable4.loopingActive,,4,27,3,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.speed,,4,21,1,,,,False,,True,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.cueOrJumpIfAlreadySet1,,0,0,1,48,112,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.cueOrJumpIfAlreadySet2,,0,1,1,4,68,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.cueOrJumpIfAlreadySet3,,0,2,1,3,67,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.cueOrJumpIfAlreadySet4,,0,3,1,36,100,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.cueOrJumpIfAlreadySet5,,0,4,1,15,112,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.cueOrJumpIfAlreadySet6,,0,5,1,52,116,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.cueOrJumpIfAlreadySet7,,0,6,1,54,118,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.cueOrJumpIfAlreadySet8,,0,7,1,35,99,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.clearCuePoint1,,0,64,1,48,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.clearCuePoint2,,0,65,1,4,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.clearCuePoint3,,0,66,1,3,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.clearCuePoint4,,0,67,1,36,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.clearCuePoint5,,0,68,1,15,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.clearCuePoint6,,0,69,1,52,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.clearCuePoint7,,0,70,1,54,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.clearCuePoint8,,0,71,1,35,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.cueOrJumpIfAlreadySetAndAutoloop1,,0,32,1,12,35,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.cueOrJumpIfAlreadySetAndAutoloop2,,0,33,1,12,35,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.cueOrJumpIfAlreadySetAndAutoloop3,,0,34,1,12,35,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.cueOrJumpIfAlreadySetAndAutoloop4,,0,35,1,12,35,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.cueOrJumpIfAlreadySetAndAutoloop5,,0,36,1,12,35,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.cueOrJumpIfAlreadySetAndAutoloop6,,0,37,1,12,35,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.cueOrJumpIfAlreadySetAndAutoloop7,,0,38,1,12,35,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.cueOrJumpIfAlreadySetAndAutoloop8,,0,39,1,12,35,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.cueOrJumpIfAlreadySetAndReloop1,,0,96,1,12,35,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.cueOrJumpIfAlreadySetAndReloop2,,0,97,1,12,35,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.cueOrJumpIfAlreadySetAndReloop3,,0,98,1,12,35,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.cueOrJumpIfAlreadySetAndReloop4,,0,99,1,12,35,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.cueOrJumpIfAlreadySetAndReloop5,,0,100,1,12,35,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.cueOrJumpIfAlreadySetAndReloop6,,0,101,1,12,35,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.cueOrJumpIfAlreadySetAndReloop7,,0,102,1,12,35,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.cueOrJumpIfAlreadySetAndReloop8,,0,103,1,12,35,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.bounceLoop00625BeatInterval,,0,8,1,50,8,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.bounceLoop0125BeatInterval,,0,9,1,50,8,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.bounceLoop025BeatInterval,,0,10,1,50,8,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.bounceLoop05BeatInterval,,0,11,1,50,8,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.bounceLoop1BeatInterval,,0,12,1,50,8,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.bounceLoop2BeatInterval,,0,13,1,50,8,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.bounceLoop4BeatInterval,,0,14,1,50,8,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.bounceLoop8BeatInterval,,0,15,1,50,8,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.saveLoopIfLoopingOrActivate1,,0,40,1,8,50,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.saveLoopIfLoopingOrActivate2,,0,41,1,8,50,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.saveLoopIfLoopingOrActivate3,,0,42,1,8,50,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.saveLoopIfLoopingOrActivate4,,0,43,1,8,50,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.saveLoopIfLoopingOrActivate5,,0,44,1,8,50,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.saveLoopIfLoopingOrActivate6,,0,45,1,8,50,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.saveLoopIfLoopingOrActivate7,,0,46,1,8,50,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.saveLoopIfLoopingOrActivate8,,0,47,1,8,50,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.saveLoopIfLoopingOrReloop1,,0,104,1,8,50,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.saveLoopIfLoopingOrReloop2,,0,105,1,8,50,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.saveLoopIfLoopingOrReloop3,,0,106,1,8,50,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.saveLoopIfLoopingOrReloop4,,0,107,1,8,50,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.saveLoopIfLoopingOrReloop5,,0,108,1,8,50,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.saveLoopIfLoopingOrReloop6,,0,109,1,8,50,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.saveLoopIfLoopingOrReloop7,,0,110,1,8,50,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.saveLoopIfLoopingOrReloop8,,0,111,1,8,50,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,sampler.turntable1.player1.playingConsideringHoldSetting,button-blinking,0,16,1,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,sampler.turntable1.player2.playingConsideringHoldSetting,button-blinking,0,17,1,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,sampler.turntable1.player3.playingConsideringHoldSetting,button-blinking,0,18,1,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,sampler.turntable1.player4.playingConsideringHoldSetting,button-blinking,0,19,1,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,sampler.turntable1.player5.playingConsideringHoldSetting,button-blinking,0,20,1,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,sampler.turntable1.player6.playingConsideringHoldSetting,button-blinking,0,21,1,,,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,sampler.turntable1.player1.paused,button-blinking,0,80,1,,,True,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,sampler.turntable1.player2.paused,button-blinking,0,81,1,,,True,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,sampler.turntable1.player3.paused,button-blinking,0,82,1,,,True,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,sampler.turntable1.player4.paused,button-blinking,0,83,1,,,True,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,sampler.turntable1.player5.paused,button-blinking,0,84,1,,,True,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,sampler.turntable1.player6.paused,button-blinking,0,85,1,,,True,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.slicer8Slice1,,0,24,1,63,52,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.slicer8Slice2,,0,25,1,63,52,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.slicer8Slice3,,0,26,1,63,52,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.slicer8Slice4,,0,27,1,63,52,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.slicer8Slice5,,0,28,1,63,52,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.slicer8Slice6,,0,29,1,63,52,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.slicer8Slice7,,0,30,1,63,52,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.slicer8Slice8,,0,31,1,63,52,,False,,,,
/Applications/djay Pro 2.app/Contents/Resources/MIDI Mappings/Reloop Mixon4.djayMidiMapping,,turntable1.slicer8Slice1,,0,56,1,52,63,,False,,,,
